	Z	Ion	Initial Level	Final Level	Wavelength	Oscillator Strength	Einstein A Coefficient
22373	14	100	55	3	6.924200e+00	4.790000e-01	2.220000e+13
22374	14	100	55	4	6.947900e+00	3.940000e-04	1.820000e+10
22375	14	100	55	5	6.972800e+00	6.730000e-04	3.080000e+10
22376	14	100	55	16	7.264700e+00	1.080000e-05	4.580000e+08
22377	14	100	55	17	7.267000e+00	4.840000e-03	2.040000e+11
22378	14	100	55	18	7.267900e+00	4.890000e-03	2.060000e+11
22379	14	100	55	19	7.291200e+00	7.550000e-06	3.160000e+08
22380	14	100	55	20	7.346200e+00	1.500000e-09	6.180000e+04
22381	14	100	56	2	6.904400e+00	1.090000e-03	3.050000e+10
22382	14	100	56	3	6.906400e+00	1.500000e-04	4.190000e+09
22383	14	100	56	4	6.930000e+00	1.630000e+00	4.530000e+13
22384	14	100	56	16	7.245100e+00	9.380000e-07	2.390000e+07
22385	14	100	56	17	7.247300e+00	4.420000e-05	1.120000e+09
22386	14	100	56	19	7.271400e+00	2.810000e-02	7.090000e+11
22387	14	100	57	1	6.887400e+00	1.020000e-05	4.790000e+08
22388	14	100	57	2	6.888600e+00	4.150000e-04	1.950000e+10
22389	14	100	57	3	6.890500e+00	7.060000e-05	3.310000e+09
22390	14	100	57	4	6.914000e+00	5.790000e-01	2.700000e+13
22391	14	100	57	5	6.938600e+00	4.250000e-01	1.960000e+13
22392	14	100	57	16	7.227700e+00	3.250000e-07	1.380000e+07
22393	14	100	57	17	7.229900e+00	1.200000e-05	5.110000e+08
22394	14	100	57	18	7.230800e+00	6.700000e-06	2.850000e+08
22395	14	100	57	19	7.253900e+00	1.280000e-02	5.410000e+11
22396	14	100	57	20	7.308300e+00	4.980000e-03	2.080000e+11
22397	14	100	58	6	6.942600e+00	7.280000e-01	1.440000e+13
22398	14	100	58	7	7.016900e+00	7.620000e-05	1.480000e+09
22399	14	100	58	9	7.017000e+00	5.120000e-04	9.920000e+09
22400	14	100	58	12	7.042500e+00	1.340000e-05	2.570000e+08
22401	14	100	58	13	7.095100e+00	3.460000e-09	6.550000e+04
22402	14	100	59	6	6.940600e+00	5.210000e-01	1.440000e+13
22403	14	100	59	7	7.014900e+00	1.770000e-04	4.810000e+09
22404	14	100	59	8	7.014900e+00	2.920000e-05	7.940000e+08
22405	14	100	59	9	7.015000e+00	6.310000e-05	1.710000e+09
22406	14	100	59	11	7.040400e+00	2.850000e-07	7.680000e+06
22407	14	100	59	12	7.040500e+00	1.900000e-05	5.130000e+08
22408	14	100	59	13	7.093000e+00	1.160000e-13	3.090000e+00
22409	14	100	59	14	7.095100e+00	7.850000e-06	2.090000e+08
22410	14	100	59	15	7.119300e+00	1.660000e-08	4.360000e+05
22411	14	100	60	6	6.939400e+00	3.130000e-01	1.440000e+13
22412	14	100	60	7	7.013600e+00	2.090000e-05	9.480000e+08
22413	14	100	60	8	7.013600e+00	3.130000e-05	1.420000e+09
22414	14	100	60	10	7.039100e+00	1.840000e-05	8.270000e+08
22415	14	100	60	11	7.039100e+00	5.330000e-05	2.400000e+09
22416	14	100	60	12	7.039200e+00	3.930000e-05	1.760000e+09
22417	14	100	60	13	7.091700e+00	1.060000e-09	4.680000e+04
22418	14	100	60	14	7.093800e+00	2.830000e-06	1.250000e+08
22419	14	100	60	15	7.118000e+00	1.440000e-09	6.340000e+04
22420	14	100	61	6	6.865100e+00	5.430000e-05	1.540000e+09
22421	14	100	61	7	6.937700e+00	5.600000e-01	1.550000e+13
22422	14	100	61	8	6.937700e+00	6.190000e-02	1.720000e+12
22423	14	100	61	9	6.937800e+00	7.260000e-01	2.020000e+13
22424	14	100	61	11	6.962700e+00	5.610000e-02	1.540000e+12
22425	14	100	61	12	6.962800e+00	5.690000e-01	1.570000e+13
22426	14	100	61	13	7.014100e+00	5.060000e-06	1.370000e+08
22427	14	100	61	14	7.016200e+00	1.660000e-02	4.520000e+11
22428	14	100	61	15	7.039800e+00	5.120000e-06	1.380000e+08
22429	14	100	62	6	6.861700e+00	1.440000e-05	6.800000e+08
22430	14	100	62	7	6.934300e+00	5.550000e-01	2.570000e+13
22431	14	100	62	8	6.934300e+00	2.840000e-02	1.320000e+12
22432	14	100	62	10	6.959200e+00	2.360000e-01	1.080000e+13
22433	14	100	62	11	6.959300e+00	1.910000e-03	8.770000e+10
22434	14	100	62	12	6.959400e+00	7.460000e-02	3.430000e+12
22435	14	100	62	13	7.010600e+00	1.300000e-04	5.900000e+09
22436	14	100	62	14	7.012700e+00	5.980000e-03	2.710000e+11
22437	14	100	62	15	7.036300e+00	2.930000e-05	1.320000e+09
22438	14	100	63	8	6.934300e+00	2.460000e-01	3.410000e+13
22439	14	100	63	11	6.959300e+00	1.780000e-01	2.460000e+13
22440	14	100	63	14	7.012700e+00	5.070000e-03	6.890000e+11
22441	14	100	63	15	7.036300e+00	1.370000e-06	1.850000e+08
22442	14	100	64	6	6.862400e+00	4.790000e-05	9.710000e+08
22443	14	100	64	7	6.934900e+00	9.460000e-02	1.880000e+12
22444	14	100	64	9	6.935100e+00	9.910000e-01	1.960000e+13
22445	14	100	64	12	6.960000e+00	3.930000e-01	7.740000e+12
22446	14	100	64	13	7.011300e+00	3.120000e-04	6.050000e+09
22447	14	100	65	6	6.863400e+00	1.140000e-05	5.400000e+08
22448	14	100	65	7	6.936000e+00	1.190000e-01	5.520000e+12
22449	14	100	65	8	6.936000e+00	5.650000e-01	2.610000e+13
22450	14	100	65	10	6.960900e+00	1.490000e-02	6.830000e+11
22451	14	100	65	11	6.961000e+00	1.590000e-01	7.290000e+12
22452	14	100	65	12	6.961100e+00	1.530000e-01	7.030000e+12
22453	14	100	65	13	7.012400e+00	4.480000e-05	2.020000e+09
22454	14	100	65	14	7.014500e+00	7.800000e-03	3.520000e+11
22455	14	100	65	15	7.038100e+00	3.780000e-05	1.700000e+09
22456	14	100	66	6	6.862000e+00	3.640000e-05	1.030000e+09
22457	14	100	66	7	6.934500e+00	2.720000e-01	7.550000e+12
22458	14	100	66	8	6.934600e+00	6.100000e-02	1.690000e+12
22459	14	100	66	9	6.934700e+00	5.120000e-01	1.420000e+13
22460	14	100	66	11	6.959500e+00	3.460000e-01	9.530000e+12
22461	14	100	66	12	6.959600e+00	6.840000e-03	1.890000e+11
22462	14	100	66	13	7.010900e+00	5.700000e-05	1.550000e+09
22463	14	100	66	14	7.013000e+00	3.240000e-03	8.810000e+10
22464	14	100	66	15	7.036600e+00	3.840000e-05	1.040000e+09
22465	14	100	67	6	6.824200e+00	5.480000e-08	2.620000e+06
22466	14	100	67	7	6.895900e+00	7.050000e-04	3.300000e+10
22467	14	100	67	8	6.896000e+00	2.000000e-04	9.360000e+09
22468	14	100	67	10	6.920600e+00	6.640000e-02	3.080000e+12
22469	14	100	67	11	6.920600e+00	2.070000e-01	9.600000e+12
22470	14	100	67	12	6.920700e+00	3.660000e-01	1.700000e+13
22471	14	100	67	13	6.971400e+00	3.560000e-05	1.630000e+09
22472	14	100	67	14	6.973500e+00	1.200000e-03	5.480000e+10
22473	14	100	67	15	6.996800e+00	4.200000e-04	1.910000e+10
22474	14	100	68	6	6.812500e+00	2.000000e-08	5.770000e+05
22475	14	100	68	7	6.884000e+00	8.240000e-04	2.320000e+10
22476	14	100	68	8	6.884100e+00	3.750000e-06	1.060000e+08
22477	14	100	68	9	6.884200e+00	5.410000e-03	1.520000e+11
22478	14	100	68	11	6.908700e+00	8.510000e-04	2.380000e+10
22479	14	100	68	12	6.908700e+00	5.410000e-04	1.510000e+10
22480	14	100	68	13	6.959300e+00	7.740000e-01	2.130000e+13
22481	14	100	68	14	6.961300e+00	3.350000e-02	9.240000e+11
22482	14	100	68	15	6.984600e+00	2.390000e-01	6.540000e+12
22483	14	100	69	6	6.806600e+00	1.040000e-06	3.010000e+07
22484	14	100	69	7	6.878000e+00	6.850000e-03	1.940000e+11
22485	14	100	69	8	6.878000e+00	4.810000e-04	1.360000e+10
22486	14	100	69	9	6.878200e+00	4.530000e-02	1.280000e+12
22487	14	100	69	11	6.902600e+00	6.170000e-03	1.730000e+11
22488	14	100	69	12	6.902700e+00	2.100000e-02	5.880000e+11
22489	14	100	69	13	6.953100e+00	3.440000e-02	9.520000e+11
22490	14	100	69	14	6.955200e+00	4.700000e-01	1.300000e+13
22491	14	100	69	15	6.978400e+00	2.520000e-02	6.920000e+11
22492	14	100	70	6	6.805000e+00	4.100000e-07	1.970000e+07
22493	14	100	70	7	6.876300e+00	2.100000e-02	9.910000e+11
22494	14	100	70	8	6.876400e+00	6.340000e-03	2.990000e+11
22495	14	100	70	10	6.900900e+00	3.760000e-03	1.760000e+11
22496	14	100	70	11	6.900900e+00	1.280000e-03	6.000000e+10
22497	14	100	70	12	6.901000e+00	2.020000e-02	9.430000e+11
22498	14	100	70	13	6.951400e+00	1.370000e-03	6.310000e+10
22499	14	100	70	14	6.953500e+00	3.000000e-01	1.380000e+13
22500	14	100	70	15	6.976700e+00	1.110000e-04	5.070000e+09
22501	14	100	71	8	6.875700e+00	8.610000e-03	1.220000e+12
22502	14	100	71	11	6.900200e+00	7.740000e-03	1.090000e+12
22503	14	100	71	14	6.952800e+00	1.000000e-01	1.390000e+13
22504	14	100	71	15	6.976000e+00	2.850000e-04	3.910000e+10
22505	14	100	72	8	6.845100e+00	3.160000e-06	4.510000e+08
22506	14	100	72	11	6.869500e+00	2.400000e-05	3.400000e+09
22507	14	100	72	14	6.921500e+00	3.890000e-05	5.430000e+09
22508	14	100	72	15	6.944500e+00	2.170000e-01	3.010000e+13
22509	14	100	73	6	6.780200e+00	3.260000e-10	1.580000e+04
22510	14	100	73	7	6.851000e+00	1.010000e-04	4.810000e+09
22511	14	100	73	8	6.851100e+00	2.980000e-05	1.410000e+09
22512	14	100	73	10	6.875400e+00	1.620000e-05	7.610000e+08
22513	14	100	73	11	6.875400e+00	4.280000e-06	2.010000e+08
22514	14	100	73	12	6.875500e+00	3.850000e-06	1.820000e+08
22515	14	100	73	13	6.925500e+00	8.240000e-01	3.830000e+13
22516	14	100	73	14	6.927600e+00	8.410000e-04	3.910000e+10
22517	14	100	73	15	6.950600e+00	4.840000e-01	2.230000e+13
22518	14	100	74	2	6.632500e+00	6.210000e-05	1.880000e+09
22519	14	100	74	3	6.634300e+00	2.020000e-04	6.140000e+09
22520	14	100	74	4	6.656100e+00	2.100000e-06	6.350000e+07
22521	14	100	74	16	6.946200e+00	7.670000e-01	2.120000e+13
22522	14	100	74	17	6.948300e+00	2.560000e-01	7.090000e+12
22523	14	100	74	19	6.970500e+00	2.570000e-03	7.070000e+10
22524	14	100	75	1	6.629200e+00	4.730000e-05	2.400000e+09
22525	14	100	75	2	6.630300e+00	3.650000e-05	1.850000e+09
22526	14	100	75	3	6.632100e+00	6.750000e-05	3.410000e+09
22527	14	100	75	4	6.653900e+00	3.280000e-06	1.650000e+08
22528	14	100	75	5	6.676700e+00	7.890000e-07	3.940000e+07
22529	14	100	75	16	6.943900e+00	2.580000e-01	1.190000e+13
22530	14	100	75	17	6.945900e+00	1.530000e-01	7.080000e+12
22531	14	100	75	18	6.946800e+00	2.050000e-01	9.460000e+12
22532	14	100	75	19	6.968100e+00	6.890000e-04	3.160000e+10
22533	14	100	75	20	7.018300e+00	5.120000e-05	2.310000e+09
22534	14	100	76	2	6.629100e+00	4.940000e-05	7.510000e+09
22535	14	100	76	17	6.944600e+00	2.050000e-01	2.840000e+13
22536	14	100	77	1	6.600000e+00	1.360000e-07	6.920000e+06
22537	14	100	77	2	6.601000e+00	1.420000e-07	7.260000e+06
22538	14	100	77	3	6.602800e+00	1.010000e-06	5.180000e+07
22539	14	100	77	4	6.624400e+00	2.980000e-04	1.510000e+10
22540	14	100	77	5	6.647000e+00	3.100000e-04	1.570000e+10
22541	14	100	77	16	6.911700e+00	1.040000e-03	4.830000e+10
22542	14	100	77	17	6.913800e+00	4.620000e-04	2.150000e+10
22543	14	100	77	18	6.914600e+00	3.420000e-05	1.590000e+09
22544	14	100	77	19	6.935700e+00	1.050000e+00	4.860000e+13
22545	14	100	77	20	6.985500e+00	2.180000e-01	9.930000e+12
