	Z	Initial_Ion	Initial Level	Final_Ion	Final Level	N	L	2S+1	log Density/cm-3	Temperature (eV)	Rate
10413	14	103	1	102	47	12	0	2	0.000000e+00	1.084859e+02	1.337827e-11
10414	14	103	1	102	47	12	0	2	0.000000e+00	1.365756e+02	1.095973e-11
10415	14	103	1	102	47	12	0	2	0.000000e+00	1.719386e+02	8.943344e-12
10416	14	103	1	102	47	12	0	2	0.000000e+00	2.164578e+02	7.197798e-12
10417	14	103	1	102	47	12	0	2	0.000000e+00	2.725042e+02	5.699021e-12
10418	14	103	1	102	47	12	0	2	0.000000e+00	3.430624e+02	4.457592e-12
10419	14	103	1	102	47	12	0	2	0.000000e+00	4.318899e+02	3.482569e-12
10420	14	103	1	102	47	12	0	2	0.000000e+00	5.437176e+02	2.744735e-12
10421	14	103	1	102	47	12	0	2	0.000000e+00	6.844998e+02	2.192302e-12
10422	14	103	1	102	47	12	0	2	0.000000e+00	8.617340e+02	1.767259e-12
10423	14	103	1	102	47	12	0	2	0.000000e+00	1.084859e+03	1.427250e-12
10424	14	103	1	102	47	12	0	2	0.000000e+00	1.365756e+03	1.145777e-12
10425	14	103	1	102	47	12	0	2	0.000000e+00	1.719386e+03	9.094950e-13
10426	14	103	1	102	47	12	0	2	0.000000e+00	2.164578e+03	7.125254e-13
10427	14	103	1	102	47	12	0	2	0.000000e+00	2.725042e+03	5.506809e-13
10428	14	103	1	102	47	12	0	2	0.000000e+00	3.430624e+03	4.203393e-13
10429	14	103	1	102	47	12	0	2	0.000000e+00	4.318899e+03	3.174683e-13
10430	14	103	1	102	47	12	0	2	0.000000e+00	5.437176e+03	2.374651e-13
10431	14	103	1	102	47	12	0	2	0.000000e+00	6.844998e+03	1.763193e-13
10432	14	103	1	102	47	12	0	2	0.000000e+00	8.617340e+03	1.300470e-13
10433	14	103	1	102	47	12	0	2	0.000000e+00	1.084860e+04	9.541133e-14
10434	14	103	1	102	47	12	0	2	0.000000e+00	1.365756e+04	6.969470e-14
10435	14	103	1	102	47	12	0	2	0.000000e+00	1.719386e+04	5.072245e-14
10436	14	103	1	102	47	12	0	2	0.000000e+00	2.164576e+04	3.679592e-14
10437	14	103	1	102	47	12	0	2	0.000000e+00	2.725042e+04	2.662561e-14
10438	14	103	1	102	47	12	0	2	0.000000e+00	3.430628e+04	1.921764e-14
10439	14	103	1	102	47	12	0	2	0.000000e+00	4.318899e+04	1.384523e-14
10440	14	103	1	102	47	12	0	2	0.000000e+00	5.437176e+04	9.956353e-15
10441	14	103	1	102	47	12	0	2	0.000000e+00	6.844990e+04	7.148260e-15
10442	14	103	1	102	47	12	0	2	0.000000e+00	8.617340e+04	5.125068e-15
