	Z	Initial_Ion	Initial Level	Final_Ion	Final Level	N	L	2S+1	Temperature (eV)	Rate
6569	14	99	1	98	11	12	0	2	3.430624e+00	3.977405e-11
6570	14	99	1	98	11	12	0	2	4.318899e+00	3.585913e-11
6571	14	99	1	98	11	12	0	2	5.437176e+00	3.312835e-11
6572	14	99	1	98	11	12	0	2	6.844998e+00	3.194481e-11
6573	14	99	1	98	11	12	0	2	8.617340e+00	3.274157e-11
6574	14	99	1	98	11	12	0	2	1.084859e+01	3.530206e-11
6575	14	99	1	98	11	12	0	2	1.365756e+01	3.851234e-11
6576	14	99	1	98	11	12	0	2	1.719386e+01	4.093546e-11
6577	14	99	1	98	11	12	0	2	2.164578e+01	4.161979e-11
6578	14	99	1	98	11	12	0	2	2.725042e+01	4.050420e-11
6579	14	99	1	98	11	12	0	2	3.430624e+01	3.831773e-11
6580	14	99	1	98	11	12	0	2	4.318899e+01	3.590050e-11
6581	14	99	1	98	11	12	0	2	5.437176e+01	3.365888e-11
6582	14	99	1	98	11	12	0	2	6.844998e+01	3.152100e-11
6583	14	99	1	98	11	12	0	2	8.617340e+01	2.916755e-11
6584	14	99	1	98	11	12	0	2	1.084859e+02	2.638153e-11
6585	14	99	1	98	11	12	0	2	1.365756e+02	2.317393e-11
6586	14	99	1	98	11	12	0	2	1.719386e+02	1.973784e-11
6587	14	99	1	98	11	12	0	2	2.164578e+02	1.632300e-11
6588	14	99	1	98	11	12	0	2	2.725042e+02	1.314620e-11
6589	14	99	1	98	11	12	0	2	3.430624e+02	1.034904e-11
6590	14	99	1	98	11	12	0	2	4.318899e+02	7.994653e-12
6591	14	99	1	98	11	12	0	2	5.437176e+02	6.078552e-12
6592	14	99	1	98	11	12	0	2	6.844998e+02	4.563519e-12
6593	14	99	1	98	11	12	0	2	8.617340e+02	3.390002e-12
6594	14	99	1	98	11	12	0	2	1.084859e+03	2.497469e-12
6595	14	99	1	98	11	12	0	2	1.365756e+03	1.828101e-12
6596	14	99	1	98	11	12	0	2	1.719386e+03	1.330453e-12
6597	14	99	1	98	11	12	0	2	2.164578e+03	9.642719e-13
6598	14	99	1	98	11	12	0	2	2.725042e+03	6.966272e-13
6599	14	99	1	98	11	12	0	2	3.430624e+03	5.017640e-13
6600	14	99	1	98	11	12	0	2	4.318899e+03	3.606619e-13
6601	14	99	1	98	11	12	0	2	5.437176e+03	2.587617e-13
6602	14	99	1	98	11	12	0	2	6.844998e+03	1.853958e-13
6603	14	99	1	98	11	12	0	2	8.617340e+03	1.326477e-13
6604	14	99	1	98	11	12	0	2	1.084860e+04	9.479817e-14
6605	14	99	1	98	11	12	0	2	1.365756e+04	6.770173e-14
6606	14	99	1	98	11	12	0	2	1.719386e+04	4.830588e-14
6607	14	99	1	98	11	12	0	2	2.164576e+04	3.444291e-14
6608	14	99	1	98	11	12	0	2	2.725042e+04	2.454711e-14
6609	14	99	1	98	11	12	0	2	3.430628e+04	1.748238e-14
6610	14	99	1	98	11	12	0	2	4.318899e+04	1.244515e-14
6611	14	99	1	98	11	12	0	2	5.437176e+04	8.853188e-15
6612	14	99	1	98	11	12	0	2	6.844990e+04	6.296510e-15
6613	14	99	1	98	11	12	0	2	8.617340e+04	4.476101e-15
