	Z	Initial_Ion	Initial Level	Final_Ion	Final Level	N	L	2S+1	log Density/cm-3	Temperature (eV)	Rate
10509	14	104	1	103	25	12	0	2	0.000000e+00	3.430624e+03	6.795166e-13
10510	14	104	1	103	25	12	0	2	0.000000e+00	4.318899e+03	5.339492e-13
10511	14	104	1	103	25	12	0	2	0.000000e+00	5.437176e+03	4.118133e-13
10512	14	104	1	103	25	12	0	2	0.000000e+00	6.844998e+03	3.129678e-13
10513	14	104	1	103	25	12	0	2	0.000000e+00	8.617340e+03	2.349634e-13
10514	14	104	1	103	25	12	0	2	0.000000e+00	1.084860e+04	1.747834e-13
10515	14	104	1	103	25	12	0	2	0.000000e+00	1.365756e+04	1.290032e-13
10516	14	104	1	103	25	12	0	2	0.000000e+00	1.719386e+04	9.464550e-14
10517	14	104	1	103	25	12	0	2	0.000000e+00	2.164576e+04	6.908763e-14
10518	14	104	1	103	25	12	0	2	0.000000e+00	2.725042e+04	5.023428e-14
10519	14	104	1	103	25	12	0	2	0.000000e+00	3.430628e+04	3.639988e-14
10520	14	104	1	103	25	12	0	2	0.000000e+00	4.318899e+04	2.630268e-14
10521	14	104	1	103	25	12	0	2	0.000000e+00	5.437176e+04	1.895831e-14
10522	14	104	1	103	25	12	0	2	0.000000e+00	6.844990e+04	1.363640e-14
10523	14	104	1	103	25	12	0	2	0.000000e+00	8.617340e+04	9.792646e-15
