	Z	Initial_Ion	Initial Level	Final_Ion	Final Level	N	L	2S+1	log Density/cm-3	Temperature (eV)	Rate
10153	14	100	1	99	14	12	0	2	0.000000e+00	2.164578e+00	3.268439e-10
10154	14	100	1	99	14	12	0	2	0.000000e+00	2.725042e+00	2.507784e-10
10155	14	100	1	99	14	12	0	2	0.000000e+00	3.430624e+00	1.918096e-10
10156	14	100	1	99	14	12	0	2	0.000000e+00	4.318899e+00	1.464703e-10
10157	14	100	1	99	14	12	0	2	0.000000e+00	5.437176e+00	1.125901e-10
10158	14	100	1	99	14	12	0	2	0.000000e+00	6.844998e+00	8.869514e-11
10159	14	100	1	99	14	12	0	2	0.000000e+00	8.617340e+00	7.314753e-11
10160	14	100	1	99	14	12	0	2	0.000000e+00	1.084859e+01	6.372360e-11
10161	14	100	1	99	14	12	0	2	0.000000e+00	1.365756e+01	5.787617e-11
10162	14	100	1	99	14	12	0	2	0.000000e+00	1.719386e+01	5.351806e-11
10163	14	100	1	99	14	12	0	2	0.000000e+00	2.164578e+01	4.949942e-11
10164	14	100	1	99	14	12	0	2	0.000000e+00	2.725042e+01	4.559322e-11
10165	14	100	1	99	14	12	0	2	0.000000e+00	3.430624e+01	4.202424e-11
10166	14	100	1	99	14	12	0	2	0.000000e+00	4.318899e+01	3.908409e-11
10167	14	100	1	99	14	12	0	2	0.000000e+00	5.437176e+01	3.680441e-11
10168	14	100	1	99	14	12	0	2	0.000000e+00	6.844998e+01	3.486586e-11
10169	14	100	1	99	14	12	0	2	0.000000e+00	8.617340e+01	3.278690e-11
10170	14	100	1	99	14	12	0	2	0.000000e+00	1.084859e+02	3.020645e-11
10171	14	100	1	99	14	12	0	2	0.000000e+00	1.365756e+02	2.703336e-11
10172	14	100	1	99	14	12	0	2	0.000000e+00	1.719386e+02	2.343688e-11
10173	14	100	1	99	14	12	0	2	0.000000e+00	2.164578e+02	1.968339e-11
10174	14	100	1	99	14	12	0	2	0.000000e+00	2.725042e+02	1.606942e-11
10175	14	100	1	99	14	12	0	2	0.000000e+00	3.430624e+02	1.279382e-11
10176	14	100	1	99	14	12	0	2	0.000000e+00	4.318899e+02	9.972413e-12
10177	14	100	1	99	14	12	0	2	0.000000e+00	5.437176e+02	7.640109e-12
10178	14	100	1	99	14	12	0	2	0.000000e+00	6.844998e+02	5.770321e-12
10179	14	100	1	99	14	12	0	2	0.000000e+00	8.617340e+02	4.307250e-12
10180	14	100	1	99	14	12	0	2	0.000000e+00	1.084859e+03	3.184934e-12
10181	14	100	1	99	14	12	0	2	0.000000e+00	1.365756e+03	2.337761e-12
10182	14	100	1	99	14	12	0	2	0.000000e+00	1.719386e+03	1.705690e-12
10183	14	100	1	99	14	12	0	2	0.000000e+00	2.164578e+03	1.238512e-12
10184	14	100	1	99	14	12	0	2	0.000000e+00	2.725042e+03	8.959836e-13
10185	14	100	1	99	14	12	0	2	0.000000e+00	3.430624e+03	6.461002e-13
10186	14	100	1	99	14	12	0	2	0.000000e+00	4.318899e+03	4.648365e-13
10187	14	100	1	99	14	12	0	2	0.000000e+00	5.437176e+03	3.336569e-13
10188	14	100	1	99	14	12	0	2	0.000000e+00	6.844998e+03	2.391664e-13
10189	14	100	1	99	14	12	0	2	0.000000e+00	8.617340e+03	1.711983e-13
10190	14	100	1	99	14	12	0	2	0.000000e+00	1.084860e+04	1.224052e-13
10191	14	100	1	99	14	12	0	2	0.000000e+00	1.365756e+04	8.741779e-14
10192	14	100	1	99	14	12	0	2	0.000000e+00	1.719386e+04	6.238788e-14
10193	14	100	1	99	14	12	0	2	0.000000e+00	2.164576e+04	4.449387e-14
10194	14	100	1	99	14	12	0	2	0.000000e+00	2.725042e+04	3.170294e-14
10195	14	100	1	99	14	12	0	2	0.000000e+00	3.430628e+04	2.257874e-14
10196	14	100	1	99	14	12	0	2	0.000000e+00	4.318899e+04	1.607313e-14
10197	14	100	1	99	14	12	0	2	0.000000e+00	5.437176e+04	1.143668e-14
10198	14	100	1	99	14	12	0	2	0.000000e+00	6.844990e+04	8.132051e-15
10199	14	100	1	99	14	12	0	2	0.000000e+00	8.617340e+04	5.780962e-15
