	Z	Initial_Ion	Initial Level	Final_Ion	Final Level	N	L	2S+1	Temperature (eV)	Rate
6408	14	97	1	96	28	12	0	2	4.318899e+00	3.906607e-12
6409	14	97	1	96	28	12	0	2	5.437176e+00	3.362792e-12
6410	14	97	1	96	28	12	0	2	6.844998e+00	3.093145e-12
6411	14	97	1	96	28	12	0	2	8.617340e+00	3.219587e-12
6412	14	97	1	96	28	12	0	2	1.084859e+01	3.835309e-12
6413	14	97	1	96	28	12	0	2	1.365756e+01	4.907947e-12
6414	14	97	1	96	28	12	0	2	1.719386e+01	6.269028e-12
6415	14	97	1	96	28	12	0	2	2.164578e+01	7.698396e-12
6416	14	97	1	96	28	12	0	2	2.725042e+01	9.024029e-12
6417	14	97	1	96	28	12	0	2	3.430624e+01	1.012511e-11
6418	14	97	1	96	28	12	0	2	4.318899e+01	1.087928e-11
6419	14	97	1	96	28	12	0	2	5.437176e+01	1.117122e-11
6420	14	97	1	96	28	12	0	2	6.844998e+01	1.093705e-11
6421	14	97	1	96	28	12	0	2	8.617340e+01	1.021646e-11
6422	14	97	1	96	28	12	0	2	1.084859e+02	9.126420e-12
6423	14	97	1	96	28	12	0	2	1.365756e+02	7.836104e-12
6424	14	97	1	96	28	12	0	2	1.719386e+02	6.501293e-12
6425	14	97	1	96	28	12	0	2	2.164578e+02	5.240834e-12
6426	14	97	1	96	28	12	0	2	2.725042e+02	4.124775e-12
6427	14	97	1	96	28	12	0	2	3.430624e+02	3.184199e-12
6428	14	97	1	96	28	12	0	2	4.318899e+02	2.419912e-12
6429	14	97	1	96	28	12	0	2	5.437176e+02	1.815934e-12
6430	14	97	1	96	28	12	0	2	6.844998e+02	1.349585e-12
6431	14	97	1	96	28	12	0	2	8.617340e+02	9.951763e-13
6432	14	97	1	96	28	12	0	2	1.084859e+03	7.294574e-13
6433	14	97	1	96	28	12	0	2	1.365756e+03	5.321081e-13
6434	14	97	1	96	28	12	0	2	1.719386e+03	3.867234e-13
6435	14	97	1	96	28	12	0	2	2.164578e+03	2.802853e-13
6436	14	97	1	96	28	12	0	2	2.725042e+03	2.026749e-13
6437	14	97	1	96	28	12	0	2	3.430624e+03	1.462851e-13
6438	14	97	1	96	28	12	0	2	4.318899e+03	1.054386e-13
6439	14	97	1	96	28	12	0	2	5.437176e+03	7.589277e-14
6440	14	97	1	96	28	12	0	2	6.844998e+03	5.458831e-14
6441	14	97	1	96	28	12	0	2	8.617340e+03	3.921933e-14
6442	14	97	1	96	28	12	0	2	1.084860e+04	2.815790e-14
6443	14	97	1	96	28	12	0	2	1.365756e+04	2.019760e-14
6444	14	97	1	96	28	12	0	2	1.719386e+04	1.448105e-14
6445	14	97	1	96	28	12	0	2	2.164576e+04	1.037289e-14
6446	14	97	1	96	28	12	0	2	2.725042e+04	7.425059e-15
6447	14	97	1	96	28	12	0	2	3.430628e+04	5.311286e-15
6448	14	97	1	96	28	12	0	2	4.318899e+04	3.796646e-15
6449	14	97	1	96	28	12	0	2	5.437176e+04	2.712065e-15
6450	14	97	1	96	28	12	0	2	6.844990e+04	1.936421e-15
6451	14	97	1	96	28	12	0	2	8.617340e+04	1.381337e-15
