	Z	Ion	Initial Level	Final Level	Temperature	Rate
20473	26	350	42	26	9.906042e+06	8.041100e+00
20474	26	350	42	26	1.976514e+07	8.478000e+00
20475	26	350	42	26	2.791901e+07	8.843300e+00
20476	26	350	42	26	3.943665e+07	9.158200e+00
20477	26	350	42	26	5.570577e+07	9.391000e+00
20478	26	350	42	26	7.868642e+07	9.551800e+00
20479	26	350	42	26	1.111477e+08	9.661200e+00
20480	26	350	42	26	1.570001e+08	9.734500e+00
20481	26	350	42	26	2.217684e+08	9.784300e+00
20482	26	350	42	26	3.132565e+08	9.818900e+00
20483	26	350	42	26	4.424862e+08	9.842200e+00
20484	26	350	42	26	6.250293e+08	9.857900e+00
20485	26	350	42	16	6.250286e+05	7.474600e+00
20486	26	350	42	16	1.247096e+06	7.726000e+00
20487	26	350	42	16	2.488283e+06	7.949500e+00
20488	26	350	42	16	4.964779e+06	8.148700e+00
20489	26	350	42	16	9.906042e+06	8.332600e+00
20490	26	350	42	16	1.976514e+07	8.769800e+00
20491	26	350	42	16	2.791901e+07	9.138000e+00
20492	26	350	42	16	3.943665e+07	9.454500e+00
20493	26	350	42	16	5.570577e+07	9.688000e+00
20494	26	350	42	16	7.868642e+07	9.849200e+00
20495	26	350	42	16	1.111477e+08	9.958500e+00
20496	26	350	42	16	1.570001e+08	1.003200e+01
20497	26	350	42	16	2.217684e+08	1.008200e+01
20498	26	350	42	16	3.132565e+08	1.011600e+01
20499	26	350	42	16	4.424862e+08	1.013900e+01
20500	26	350	42	16	6.250293e+08	1.015500e+01
20501	26	350	42	22	6.250286e+05	5.664300e+00
20502	26	350	42	22	1.247096e+06	5.931500e+00
20503	26	350	42	22	2.488283e+06	6.179000e+00
20504	26	350	42	22	4.964779e+06	6.410600e+00
20505	26	350	42	22	9.906042e+06	6.658500e+00
20506	26	350	42	22	1.976514e+07	7.437200e+00
20507	26	350	42	22	2.791901e+07	7.891400e+00
20508	26	350	42	22	3.943665e+07	8.231300e+00
20509	26	350	42	22	5.570577e+07	8.468400e+00
20510	26	350	42	22	7.868642e+07	8.627800e+00
20511	26	350	42	22	1.111477e+08	8.734500e+00
20512	26	350	42	22	1.570001e+08	8.805300e+00
20513	26	350	42	22	2.217684e+08	8.852900e+00
20514	26	350	42	22	3.132565e+08	8.885400e+00
20515	26	350	42	22	4.424862e+08	8.907200e+00
20516	26	350	42	22	6.250293e+08	8.923200e+00
20517	26	350	42	39	6.250286e+05	7.395000e+00
20518	26	350	42	39	1.247096e+06	7.611100e+00
20519	26	350	42	39	2.488283e+06	7.793800e+00
20520	26	350	42	39	4.964779e+06	7.939800e+00
20521	26	350	42	39	9.906042e+06	8.049700e+00
20522	26	350	42	39	1.976514e+07	8.155400e+00
20523	26	350	42	39	2.791901e+07	8.251000e+00
20524	26	350	42	39	3.943665e+07	8.367600e+00
20525	26	350	42	39	5.570577e+07	8.481600e+00
20526	26	350	42	39	7.868642e+07	8.571100e+00
20527	26	350	42	39	1.111477e+08	8.639800e+00
20528	26	350	42	39	1.570001e+08	8.684800e+00
20529	26	350	42	39	2.217684e+08	8.715800e+00
20530	26	350	42	39	3.132565e+08	8.743900e+00
20531	26	350	42	39	4.424862e+08	8.757400e+00
20532	26	350	42	39	6.250293e+08	8.770200e+00
20533	26	350	42	33	6.250286e+05	6.926600e+00
20534	26	350	42	33	1.247096e+06	7.181000e+00
20535	26	350	42	33	2.488283e+06	7.410400e+00
20536	26	350	42	33	4.964779e+06	7.618600e+00
20537	26	350	42	33	9.906042e+06	7.815100e+00
20538	26	350	42	33	1.976514e+07	8.251300e+00
20539	26	350	42	33	2.791901e+07	8.613800e+00
20540	26	350	42	33	3.943665e+07	8.927400e+00
20541	26	350	42	33	5.570577e+07	9.159600e+00
20542	26	350	42	33	7.868642e+07	9.320300e+00
20543	26	350	42	33	1.111477e+08	9.429600e+00
20544	26	350	42	33	1.570001e+08	9.503000e+00
20545	26	350	42	33	2.217684e+08	9.552900e+00
20546	26	350	42	33	3.132565e+08	9.587600e+00
20547	26	350	42	33	4.424862e+08	9.611000e+00
20548	26	350	42	33	6.250293e+08	9.626800e+00
20549	26	350	42	41	6.250286e+05	8.235400e+00
20550	26	350	42	41	1.247096e+06	8.329700e+00
20551	26	350	42	41	2.488283e+06	8.396800e+00
20552	26	350	42	41	4.964779e+06	8.441100e+00
20553	26	350	42	41	9.906042e+06	8.468000e+00
20554	26	350	42	41	1.976514e+07	8.480600e+00
20555	26	350	42	41	2.791901e+07	8.478200e+00
20556	26	350	42	41	3.943665e+07	8.466900e+00
20557	26	350	42	41	5.570577e+07	8.447500e+00
20558	26	350	42	41	7.868642e+07	8.423700e+00
20559	26	350	42	41	1.111477e+08	8.399300e+00
20560	26	350	42	41	1.570001e+08	8.377500e+00
20561	26	350	42	41	2.217684e+08	8.359300e+00
20562	26	350	42	41	3.132565e+08	8.344400e+00
20563	26	350	42	41	4.424862e+08	8.333400e+00
20564	26	350	42	41	6.250293e+08	8.325500e+00
20565	26	350	42	1	6.250286e+05	7.641400e+00
20566	26	350	42	1	1.247096e+06	7.908500e+00
20567	26	350	42	1	2.488283e+06	8.156000e+00
20568	26	350	42	1	4.964779e+06	8.387600e+00
20569	26	350	42	1	9.906042e+06	8.635200e+00
20570	26	350	42	1	1.976514e+07	9.412100e+00
20571	26	350	42	1	2.791901e+07	9.866100e+00
20572	26	350	42	1	3.943665e+07	1.020600e+01
20573	26	350	42	1	5.570577e+07	1.044300e+01
20574	26	350	42	1	7.868642e+07	1.060200e+01
20575	26	350	42	1	1.111477e+08	1.070900e+01
20576	26	350	42	1	1.570001e+08	1.078000e+01
20577	26	350	42	1	2.217684e+08	1.082700e+01
20578	26	350	42	1	3.132565e+08	1.086000e+01
20579	26	350	42	1	4.424862e+08	1.088200e+01
20580	26	350	42	1	6.250293e+08	1.089800e+01
20581	26	350	42	40	6.250286e+05	7.887900e+00
20582	26	350	42	40	1.247096e+06	8.052600e+00
20583	26	350	42	40	2.488283e+06	8.181100e+00
20584	26	350	42	40	4.964779e+06	8.274800e+00
20585	26	350	42	40	9.906042e+06	8.338400e+00
20586	26	350	42	40	1.976514e+07	8.383400e+00
20587	26	350	42	40	2.791901e+07	8.407600e+00
20588	26	350	42	40	3.943665e+07	8.435800e+00
20589	26	350	42	40	5.570577e+07	8.465200e+00
20590	26	350	42	40	7.868642e+07	8.491600e+00
20591	26	350	42	40	1.111477e+08	8.513100e+00
20592	26	350	42	40	1.570001e+08	8.529100e+00
20593	26	350	42	40	2.217684e+08	8.540700e+00
20594	26	350	42	40	3.132565e+08	8.549000e+00
20595	26	350	42	40	4.424862e+08	8.554700e+00
20596	26	350	42	40	6.250293e+08	8.558800e+00
20597	26	350	42	12	6.250286e+05	5.997000e+00
20598	26	350	42	12	1.247096e+06	6.264300e+00
20599	26	350	42	12	2.488283e+06	6.511800e+00
20600	26	350	42	12	4.964779e+06	6.743400e+00
20601	26	350	42	12	9.906042e+06	6.991200e+00
20602	26	350	42	12	1.976514e+07	7.769500e+00
20603	26	350	42	12	2.791901e+07	8.223700e+00
20604	26	350	42	12	3.943665e+07	8.563500e+00
20605	26	350	42	12	5.570577e+07	8.800600e+00
20606	26	350	42	12	7.868642e+07	8.960100e+00
20607	26	350	42	12	1.111477e+08	9.066700e+00
20608	26	350	42	12	1.570001e+08	9.137600e+00
20609	26	350	42	12	2.217684e+08	9.185100e+00
20610	26	350	42	12	3.132565e+08	9.217700e+00
20611	26	350	42	12	4.424862e+08	9.239400e+00
20612	26	350	42	12	6.250293e+08	9.255400e+00
20613	26	350	42	32	6.250286e+05	5.407600e+00
20614	26	350	42	32	1.247096e+06	5.674800e+00
20615	26	350	42	32	2.488283e+06	5.922200e+00
20616	26	350	42	32	4.964779e+06	6.153700e+00
20617	26	350	42	32	9.906042e+06	6.402000e+00
20618	26	350	42	32	1.976514e+07	7.184400e+00
20619	26	350	42	32	2.791901e+07	7.639300e+00
20620	26	350	42	32	3.943665e+07	7.979200e+00
20621	26	350	42	32	5.570577e+07	8.216300e+00
20622	26	350	42	32	7.868642e+07	8.375800e+00
20623	26	350	42	32	1.111477e+08	8.482400e+00
20624	26	350	42	32	1.570001e+08	8.553200e+00
20625	26	350	42	32	2.217684e+08	8.600700e+00
20626	26	350	42	32	3.132565e+08	8.633300e+00
20627	26	350	42	32	4.424862e+08	8.655000e+00
20628	26	350	42	32	6.250293e+08	8.671000e+00
20629	26	350	42	35	6.250286e+05	7.966100e+00
20630	26	350	42	35	1.247096e+06	8.130000e+00
20631	26	350	42	35	2.488283e+06	8.257600e+00
20632	26	350	42	35	4.964779e+06	8.350600e+00
20633	26	350	42	35	9.906042e+06	8.413400e+00
20634	26	350	42	35	1.976514e+07	8.454000e+00
20635	26	350	42	35	2.791901e+07	8.469500e+00
20636	26	350	42	35	3.943665e+07	8.482500e+00
20637	26	350	42	35	5.570577e+07	8.492900e+00
20638	26	350	42	35	7.868642e+07	8.500300e+00
20639	26	350	42	35	1.111477e+08	8.505400e+00
20640	26	350	42	35	1.570001e+08	8.508500e+00
20641	26	350	42	35	2.217684e+08	8.510400e+00
20642	26	350	42	35	3.132565e+08	8.511600e+00
20643	26	350	42	35	4.424862e+08	8.512100e+00
20644	26	350	42	35	6.250293e+08	8.512600e+00
20645	26	350	42	27	6.250286e+05	7.628200e+00
20646	26	350	42	27	1.247096e+06	7.844000e+00
20647	26	350	42	27	2.488283e+06	8.026400e+00
20648	26	350	42	27	4.964779e+06	8.172000e+00
20649	26	350	42	27	9.906042e+06	8.281400e+00
20650	26	350	42	27	1.976514e+07	8.382300e+00
20651	26	350	42	27	2.791901e+07	8.470300e+00
20652	26	350	42	27	3.943665e+07	8.577500e+00
20653	26	350	42	27	5.570577e+07	8.683800e+00
20654	26	350	42	27	7.868642e+07	8.767600e+00
20655	26	350	42	27	1.111477e+08	8.832900e+00
20656	26	350	42	27	1.570001e+08	8.875300e+00
20657	26	350	42	27	2.217684e+08	8.904600e+00
20658	26	350	42	27	3.132565e+08	8.932100e+00
20659	26	350	42	27	4.424862e+08	8.944700e+00
20660	26	350	42	27	6.250293e+08	8.957300e+00
20661	26	350	43	3	6.250286e+05	7.889300e+00
20662	26	350	43	3	1.247096e+06	8.139300e+00
20663	26	350	43	3	2.488283e+06	8.361000e+00
20664	26	350	43	3	4.964779e+06	8.556900e+00
20665	26	350	43	3	9.906042e+06	8.727800e+00
20666	26	350	43	3	1.976514e+07	8.965300e+00
20667	26	350	43	3	2.791901e+07	9.190400e+00
20668	26	350	43	3	3.943665e+07	9.438900e+00
20669	26	350	43	3	5.570577e+07	9.654100e+00
20670	26	350	43	3	7.868642e+07	9.819300e+00
20671	26	350	43	3	1.111477e+08	9.940400e+00
20672	26	350	43	3	1.570001e+08	1.002700e+01
20673	26	350	43	3	2.217684e+08	1.008800e+01
20674	26	350	43	3	3.132565e+08	1.013200e+01
20675	26	350	43	3	4.424862e+08	1.016300e+01
20676	26	350	43	3	6.250293e+08	1.018500e+01
20677	26	350	43	4	6.250286e+05	7.889300e+00
20678	26	350	43	4	1.247096e+06	8.139300e+00
20679	26	350	43	4	2.488283e+06	8.361000e+00
20680	26	350	43	4	4.964779e+06	8.556900e+00
20681	26	350	43	4	9.906042e+06	8.727800e+00
20682	26	350	43	4	1.976514e+07	8.965300e+00
20683	26	350	43	4	2.791901e+07	9.190400e+00
20684	26	350	43	4	3.943665e+07	9.438900e+00
20685	26	350	43	4	5.570577e+07	9.654100e+00
20686	26	350	43	4	7.868642e+07	9.819300e+00
20687	26	350	43	4	1.111477e+08	9.940400e+00
20688	26	350	43	4	1.570001e+08	1.002700e+01
20689	26	350	43	4	2.217684e+08	1.008800e+01
20690	26	350	43	4	3.132565e+08	1.013200e+01
20691	26	350	43	4	4.424862e+08	1.016300e+01
20692	26	350	43	4	6.250293e+08	1.018500e+01
20693	26	350	43	5	6.250286e+05	7.889300e+00
20694	26	350	43	5	1.247096e+06	8.139300e+00
20695	26	350	43	5	2.488283e+06	8.361000e+00
20696	26	350	43	5	4.964779e+06	8.556900e+00
20697	26	350	43	5	9.906042e+06	8.727800e+00
20698	26	350	43	5	1.976514e+07	8.965300e+00
20699	26	350	43	5	2.791901e+07	9.190400e+00
20700	26	350	43	5	3.943665e+07	9.438900e+00
20701	26	350	43	5	5.570577e+07	9.654100e+00
20702	26	350	43	5	7.868642e+07	9.819300e+00
20703	26	350	43	5	1.111477e+08	9.940400e+00
20704	26	350	43	5	1.570001e+08	1.002700e+01
20705	26	350	43	5	2.217684e+08	1.008800e+01
20706	26	350	43	5	3.132565e+08	1.013200e+01
20707	26	350	43	5	4.424862e+08	1.016300e+01
20708	26	350	43	5	6.250293e+08	1.018500e+01
20709	26	350	43	8	6.250286e+05	6.961300e+00
20710	26	350	43	8	1.247096e+06	7.229700e+00
20711	26	350	43	8	2.488283e+06	7.479300e+00
20712	26	350	43	8	4.964779e+06	7.713200e+00
20713	26	350	43	8	9.906042e+06	7.934800e+00
20714	26	350	43	8	1.976514e+07	8.405200e+00
20715	26	350	43	8	2.791901e+07	8.801600e+00
20716	26	350	43	8	3.943665e+07	9.150500e+00
20717	26	350	43	8	5.570577e+07	9.414600e+00
20718	26	350	43	8	7.868642e+07	9.604300e+00
20719	26	350	43	8	1.111477e+08	9.738100e+00
20720	26	350	43	8	1.570001e+08	9.831700e+00
20721	26	350	43	8	2.217684e+08	9.897000e+00
20722	26	350	43	8	3.132565e+08	9.942700e+00
20723	26	350	43	8	4.424862e+08	9.974600e+00
20724	26	350	43	8	6.250293e+08	9.996300e+00
20725	26	350	43	2	6.250286e+05	7.443800e+00
20726	26	350	43	2	1.247096e+06	7.712400e+00
20727	26	350	43	2	2.488283e+06	7.962100e+00
20728	26	350	43	2	4.964779e+06	8.196100e+00
20729	26	350	43	2	9.906042e+06	8.417700e+00
20730	26	350	43	2	1.976514e+07	8.888300e+00
20731	26	350	43	2	2.791901e+07	9.284900e+00
20732	26	350	43	2	3.943665e+07	9.633800e+00
20733	26	350	43	2	5.570577e+07	9.897900e+00
20734	26	350	43	2	7.868642e+07	1.008800e+01
20735	26	350	43	2	1.111477e+08	1.022100e+01
20736	26	350	43	2	1.570001e+08	1.031500e+01
20737	26	350	43	2	2.217684e+08	1.038000e+01
20738	26	350	43	2	3.132565e+08	1.042600e+01
20739	26	350	43	2	4.424862e+08	1.045800e+01
20740	26	350	43	2	6.250293e+08	1.048000e+01
20741	26	350	43	13	6.250286e+05	7.848400e+00
20742	26	350	43	13	1.247096e+06	8.064700e+00
20743	26	350	43	13	2.488283e+06	8.247700e+00
20744	26	350	43	13	4.964779e+06	8.394500e+00
20745	26	350	43	13	9.906042e+06	8.505000e+00
20746	26	350	43	13	1.976514e+07	8.596700e+00
20747	26	350	43	13	2.791901e+07	8.660100e+00
20748	26	350	43	13	3.943665e+07	8.744000e+00
20749	26	350	43	13	5.570577e+07	8.837300e+00
20750	26	350	43	13	7.868642e+07	8.923700e+00
20751	26	350	43	13	1.111477e+08	8.995600e+00
20752	26	350	43	13	1.570001e+08	9.050600e+00
20753	26	350	43	13	2.217684e+08	9.091400e+00
20754	26	350	43	13	3.132565e+08	9.121900e+00
20755	26	350	43	13	4.424862e+08	9.142900e+00
20756	26	350	43	13	6.250293e+08	9.157800e+00
20757	26	350	43	14	6.250286e+05	7.848400e+00
20758	26	350	43	14	1.247096e+06	8.064700e+00
20759	26	350	43	14	2.488283e+06	8.247700e+00
20760	26	350	43	14	4.964779e+06	8.394500e+00
20761	26	350	43	14	9.906042e+06	8.505000e+00
20762	26	350	43	14	1.976514e+07	8.596700e+00
20763	26	350	43	14	2.791901e+07	8.660100e+00
20764	26	350	43	14	3.943665e+07	8.744000e+00
20765	26	350	43	14	5.570577e+07	8.837300e+00
20766	26	350	43	14	7.868642e+07	8.923700e+00
20767	26	350	43	14	1.111477e+08	8.995600e+00
20768	26	350	43	14	1.570001e+08	9.050600e+00
20769	26	350	43	14	2.217684e+08	9.091400e+00
20770	26	350	43	14	3.132565e+08	9.121900e+00
20771	26	350	43	14	4.424862e+08	9.142900e+00
20772	26	350	43	14	6.250293e+08	9.157800e+00
20773	26	350	43	15	6.250286e+05	7.848400e+00
20774	26	350	43	15	1.247096e+06	8.064700e+00
20775	26	350	43	15	2.488283e+06	8.247700e+00
20776	26	350	43	15	4.964779e+06	8.394500e+00
20777	26	350	43	15	9.906042e+06	8.505000e+00
20778	26	350	43	15	1.976514e+07	8.596700e+00
20779	26	350	43	15	2.791901e+07	8.660100e+00
20780	26	350	43	15	3.943665e+07	8.744000e+00
20781	26	350	43	15	5.570577e+07	8.837300e+00
20782	26	350	43	15	7.868642e+07	8.923700e+00
20783	26	350	43	15	1.111477e+08	8.995600e+00
20784	26	350	43	15	1.570001e+08	9.050600e+00
20785	26	350	43	15	2.217684e+08	9.091400e+00
20786	26	350	43	15	3.132565e+08	9.121900e+00
20787	26	350	43	15	4.424862e+08	9.142900e+00
20788	26	350	43	15	6.250293e+08	9.157800e+00
20789	26	350	43	18	6.250286e+05	6.627700e+00
20790	26	350	43	18	1.247096e+06	6.895900e+00
20791	26	350	43	18	2.488283e+06	7.145300e+00
20792	26	350	43	18	4.964779e+06	7.379100e+00
20793	26	350	43	18	9.906042e+06	7.600600e+00
20794	26	350	43	18	1.976514e+07	8.069800e+00
20795	26	350	43	18	2.791901e+07	8.465500e+00
20796	26	350	43	18	3.943665e+07	8.814100e+00
20797	26	350	43	18	5.570577e+07	9.078100e+00
20798	26	350	43	18	7.868642e+07	9.267800e+00
20799	26	350	43	18	1.111477e+08	9.401500e+00
20800	26	350	43	18	1.570001e+08	9.495100e+00
20801	26	350	43	18	2.217684e+08	9.560400e+00
20802	26	350	43	18	3.132565e+08	9.606000e+00
20803	26	350	43	18	4.424862e+08	9.637900e+00
20804	26	350	43	18	6.250293e+08	9.659600e+00
20805	26	350	43	19	6.250286e+05	7.165100e+00
20806	26	350	43	19	1.247096e+06	7.418400e+00
20807	26	350	43	19	2.488283e+06	7.646400e+00
20808	26	350	43	19	4.964779e+06	7.852200e+00
20809	26	350	43	19	9.906042e+06	8.037700e+00
20810	26	350	43	19	1.976514e+07	8.288800e+00
20811	26	350	43	19	2.791901e+07	8.511600e+00
20812	26	350	43	19	3.943665e+07	8.754800e+00
20813	26	350	43	19	5.570577e+07	8.965800e+00
20814	26	350	43	19	7.868642e+07	9.128600e+00
20815	26	350	43	19	1.111477e+08	9.248400e+00
20816	26	350	43	19	1.570001e+08	9.334300e+00
20817	26	350	43	19	2.217684e+08	9.395700e+00
20818	26	350	43	19	3.132565e+08	9.439900e+00
20819	26	350	43	19	4.424862e+08	9.471300e+00
20820	26	350	43	19	6.250293e+08	9.493900e+00
20821	26	350	43	20	6.250286e+05	7.165100e+00
20822	26	350	43	20	1.247096e+06	7.418400e+00
20823	26	350	43	20	2.488283e+06	7.646400e+00
20824	26	350	43	20	4.964779e+06	7.852200e+00
20825	26	350	43	20	9.906042e+06	8.037700e+00
20826	26	350	43	20	1.976514e+07	8.288800e+00
20827	26	350	43	20	2.791901e+07	8.511600e+00
20828	26	350	43	20	3.943665e+07	8.754800e+00
20829	26	350	43	20	5.570577e+07	8.965800e+00
20830	26	350	43	20	7.868642e+07	9.128600e+00
20831	26	350	43	20	1.111477e+08	9.248400e+00
20832	26	350	43	20	1.570001e+08	9.334300e+00
20833	26	350	43	20	2.217684e+08	9.395700e+00
20834	26	350	43	20	3.132565e+08	9.439900e+00
20835	26	350	43	20	4.424862e+08	9.471300e+00
20836	26	350	43	20	6.250293e+08	9.493900e+00
20837	26	350	43	21	6.250286e+05	7.165100e+00
20838	26	350	43	21	1.247096e+06	7.418400e+00
20839	26	350	43	21	2.488283e+06	7.646400e+00
20840	26	350	43	21	4.964779e+06	7.852200e+00
20841	26	350	43	21	9.906042e+06	8.037700e+00
20842	26	350	43	21	1.976514e+07	8.288800e+00
20843	26	350	43	21	2.791901e+07	8.511600e+00
20844	26	350	43	21	3.943665e+07	8.754800e+00
20845	26	350	43	21	5.570577e+07	8.965800e+00
20846	26	350	43	21	7.868642e+07	9.128600e+00
20847	26	350	43	21	1.111477e+08	9.248400e+00
20848	26	350	43	21	1.570001e+08	9.334300e+00
20849	26	350	43	21	2.217684e+08	9.395700e+00
20850	26	350	43	21	3.132565e+08	9.439900e+00
20851	26	350	43	21	4.424862e+08	9.471300e+00
20852	26	350	43	21	6.250293e+08	9.493900e+00
20853	26	350	43	29	6.250286e+05	6.922700e+00
20854	26	350	43	29	1.247096e+06	7.177600e+00
20855	26	350	43	29	2.488283e+06	7.408500e+00
20856	26	350	43	29	4.964779e+06	7.618700e+00
20857	26	350	43	29	9.906042e+06	7.810600e+00
20858	26	350	43	29	1.976514e+07	8.067500e+00
20859	26	350	43	29	2.791901e+07	8.289600e+00
20860	26	350	43	29	3.943665e+07	8.530800e+00
20861	26	350	43	29	5.570577e+07	8.740100e+00
20862	26	350	43	29	7.868642e+07	8.901900e+00
20863	26	350	43	29	1.111477e+08	9.021100e+00
20864	26	350	43	29	1.570001e+08	9.106900e+00
20865	26	350	43	29	2.217684e+08	9.168200e+00
20866	26	350	43	29	3.132565e+08	9.212500e+00
20867	26	350	43	29	4.424862e+08	9.244000e+00
20868	26	350	43	29	6.250293e+08	9.266900e+00
20869	26	350	43	30	6.250286e+05	6.922700e+00
20870	26	350	43	30	1.247096e+06	7.177600e+00
20871	26	350	43	30	2.488283e+06	7.408500e+00
20872	26	350	43	30	4.964779e+06	7.618700e+00
20873	26	350	43	30	9.906042e+06	7.810600e+00
20874	26	350	43	30	1.976514e+07	8.067500e+00
20875	26	350	43	30	2.791901e+07	8.289600e+00
20876	26	350	43	30	3.943665e+07	8.530800e+00
20877	26	350	43	30	5.570577e+07	8.740100e+00
20878	26	350	43	30	7.868642e+07	8.901900e+00
20879	26	350	43	30	1.111477e+08	9.021100e+00
20880	26	350	43	30	1.570001e+08	9.106900e+00
20881	26	350	43	30	2.217684e+08	9.168200e+00
20882	26	350	43	30	3.132565e+08	9.212500e+00
20883	26	350	43	30	4.424862e+08	9.244000e+00
20884	26	350	43	30	6.250293e+08	9.266900e+00
20885	26	350	43	31	6.250286e+05	6.922700e+00
20886	26	350	43	31	1.247096e+06	7.177600e+00
20887	26	350	43	31	2.488283e+06	7.408500e+00
20888	26	350	43	31	4.964779e+06	7.618700e+00
20889	26	350	43	31	9.906042e+06	7.810600e+00
20890	26	350	43	31	1.976514e+07	8.067500e+00
20891	26	350	43	31	2.791901e+07	8.289600e+00
20892	26	350	43	31	3.943665e+07	8.530800e+00
20893	26	350	43	31	5.570577e+07	8.740100e+00
20894	26	350	43	31	7.868642e+07	8.901900e+00
20895	26	350	43	31	1.111477e+08	9.021100e+00
20896	26	350	43	31	1.570001e+08	9.106900e+00
20897	26	350	43	31	2.217684e+08	9.168200e+00
20898	26	350	43	31	3.132565e+08	9.212500e+00
20899	26	350	43	31	4.424862e+08	9.244000e+00
20900	26	350	43	31	6.250293e+08	9.266900e+00
20901	26	350	43	37	6.250286e+05	7.887800e+00
20902	26	350	43	37	1.247096e+06	8.052500e+00
20903	26	350	43	37	2.488283e+06	8.180900e+00
20904	26	350	43	37	4.964779e+06	8.274700e+00
20905	26	350	43	37	9.906042e+06	8.338200e+00
20906	26	350	43	37	1.976514e+07	8.379200e+00
20907	26	350	43	37	2.791901e+07	8.395600e+00
20908	26	350	43	37	3.943665e+07	8.411600e+00
20909	26	350	43	37	5.570577e+07	8.427700e+00
20910	26	350	43	37	7.868642e+07	8.442800e+00
20911	26	350	43	37	1.111477e+08	8.456200e+00
20912	26	350	43	37	1.570001e+08	8.467000e+00
20913	26	350	43	37	2.217684e+08	8.475400e+00
20914	26	350	43	37	3.132565e+08	8.481900e+00
20915	26	350	43	37	4.424862e+08	8.486300e+00
20916	26	350	43	37	6.250293e+08	8.489600e+00
20917	26	350	43	36	6.250286e+05	7.408200e+00
20918	26	350	43	36	1.247096e+06	7.626100e+00
20919	26	350	43	36	2.488283e+06	7.811300e+00
20920	26	350	43	36	4.964779e+06	7.961200e+00
20921	26	350	43	36	9.906042e+06	8.076600e+00
20922	26	350	43	36	1.976514e+07	8.198700e+00
20923	26	350	43	36	2.791901e+07	8.317400e+00
20924	26	350	43	36	3.943665e+07	8.476200e+00
20925	26	350	43	36	5.570577e+07	8.636600e+00
20926	26	350	43	36	7.868642e+07	8.771700e+00
20927	26	350	43	36	1.111477e+08	8.875600e+00
20928	26	350	43	36	1.570001e+08	8.951700e+00
20929	26	350	43	36	2.217684e+08	9.006300e+00
20930	26	350	43	36	3.132565e+08	9.045500e+00
20931	26	350	43	36	4.424862e+08	9.072800e+00
20932	26	350	43	36	6.250293e+08	9.091700e+00
20933	26	350	43	28	6.250286e+05	6.367700e+00
20934	26	350	43	28	1.247096e+06	6.635800e+00
20935	26	350	43	28	2.488283e+06	6.885000e+00
20936	26	350	43	28	4.964779e+06	7.118700e+00
